crop,yield_t_ha
jute,14.248155567969487
orange,13.467699774733106
jute,16.69414643188137
rice,14.2217693506759
coconut,10.376083665886886
muskmelon,13.836212050902212
maize,10.201401046357482
muskmelon,14.493540626845997
jute,17.495434397362995
rice,15.539729366411931
banana,10.57367134457499
coffee,12.146243672768032
cotton,14.587906957297358
rice,10.350911838875064
jute,16.201397495295726
lentil,16.643963793624835
lentil,16.332914810059666
rice,9.026779614091335
lentil,11.176984129453382
banana,14.370098039215687
muskmelon,12.108721090402245
watermelon,15.667501155781965
rice,12.935319966126334
rice,14.542637003001769
orange,10.25701590363732
coconut,11.20943441170778
rice,13.767068902701569
coffee,11.384264234757064
muskmelon,15.161586833071322
muskmelon,10.769907922409134
coffee,14.941276213240176
banana,9.600049438182756
grapes,14.598231494695955
chickpea,12.204009364005168
coconut,16.171656734782502
mango,10.987587824713687
coconut,15.620564234423052
orange,10.59985116370357
muskmelon,11.801155062270116
banana,18.18239882367807
watermelon,17.727247018899938
cotton,8.574377894158301
chickpea,12.85030550696901
lentil,19.23670015864622
grapes,7.356247351146768
coffee,15.34578681184683
banana,18.02767736714324
grapes,14.992001868176777
jute,15.959470636889993
coconut,14.15397995545657
mango,16.634696141351714
orange,10.655898140874577
jute,11.844641523057838
mango,11.692245732373664
muskmelon,17.043304710669698
coffee,13.561237102727327
muskmelon,14.600924261099994
coffee,10.447194834192802
grapes,10.282973098785837
jute,14.142898869101243
coconut,13.802436440677967
lentil,8.920916023060784
grapes,10.012275273699242
watermelon,14.05337614997396
muskmelon,13.767280572797562
rice,17.609639418152017
apple,11.791069248551912
coffee,12.633829012744778
banana,7.503728557030013
coconut,9.772126632999916
watermelon,12.855177162787664
jute,10.602810557651098
cotton,15.060584707154796
rice,15.225392460753923
rice,13.232436999957216
muskmelon,13.013829392518636
orange,8.428780477578147
watermelon,13.597404388462545
banana,10.231915518554894
mango,11.546940184353767
jute,10.883277355826117
chickpea,9.089780983772402
maize,8.943684978262189
orange,7.759542131272522
muskmelon,10.62307475664924
watermelon,12.9991305103904
rice,10.009270375785976
coconut,12.763201806592283
coffee,11.861166874273469
watermelon,9.991483234906536
lentil,14.135048446067367
banana,14.958415449368657
coffee,14.488279247867649
muskmelon,13.217477909386025
chickpea,13.725513540972155
grapes,9.863318401822568
watermelon,16.800760148042816
jute,15.86334850159824
chickpea,17.667097275096808
watermelon,14.53985241278059
lentil,15.311345646437996
coffee,16.401887421690468
banana,14.078427112752552
watermelon,11.718204164525378
coconut,16.273899922118378
coffee,11.28012952326928
orange,14.257614825063412
orange,15.764862534308618
jute,16.927276559865092
lentil,12.63099212177861
muskmelon,11.511836416862256
jute,11.49313963809778
watermelon,18.16213477453133
mango,11.711521396225551
jute,13.066027856678415
rice,15.647618688096031
coconut,14.365245189193708
mango,11.54943879805568
grapes,13.317331508669154
cotton,13.94938734713426
lentil,15.037742604388882
cotton,15.556307927321868
muskmelon,18.371726517171084
banana,12.066484506493907
coffee,9.083662623420834
maize,12.806766384528338
grapes,18.53710456045868
cotton,16.257311902973058
grapes,12.74441419085906
banana,8.838406599702097
watermelon,14.701696812629867
jute,13.1681945972375
jute,9.793322943874974
maize,14.64743385183626
jute,10.597347966832276
rice,9.63949204508469
orange,17.464334337542468
banana,14.425319436854297
banana,15.13845613179051
coffee,16.326545800343165
orange,16.19414039909379
coconut,9.37123220160635
muskmelon,9.55264857795976
banana,16.598542451939007
orange,9.746054297074007
coffee,9.827110172265032
mango,11.425300800663836
orange,13.09810679490486
jute,18.020762986602897
mango,10.692531919608612
jute,8.653096687530367
jute,12.389176931703512
coconut,15.46143753014954
banana,9.852422663266436
coconut,11.563605182827654
watermelon,10.99490570386324
muskmelon,16.967892457481682
coffee,9.354923499411534
banana,11.284782387622126
coffee,10.468986772826504
coconut,10.128421641106572
grapes,9.791414141414142
cotton,16.507221405525115
jute,11.34815979570848
mango,15.90804066034515
mango,16.407279841287334
coconut,13.307699523595748
muskmelon,10.714990170456945
maize,12.263383673889193
banana,11.198758303391642
lentil,18.35466070096943
banana,14.480440809537011
chickpea,11.931095537122328
grapes,11.498750937535066
apple,16.545524118216402
banana,12.296767585753132
coffee,18.213099929627024
rice,15.477749782721297
apple,14.009590948266336
banana,11.233610032681383
cotton,12.895823492614674
mango,17.80667879713418
muskmelon,13.115467148884871
orange,10.014774768215135
grapes,7.837829999934831
cotton,13.547953385387432
mango,8.815320058101554
orange,14.63321305639626
banana,15.371417127694194
coconut,14.321118293633829
coffee,12.216622306570695
mango,18.26987583922317
watermelon,16.534670419735995
muskmelon,9.153213338674275
jute,9.172584504872562
lentil,13.087621495491067
maize,12.663814955640053
grapes,10.990633426490623
rice,15.847165597192188
banana,20.45749317092056
maize,12.82484343547305
rice,7.445486612383366
banana,11.675818153521131
orange,19.08160483621609
chickpea,12.662052574952224
grapes,17.334174524762574
apple,15.797368345612474
cotton,15.576253949420927
watermelon,10.109126593213404
rice,8.733925482012591
watermelon,16.638285859144542
banana,12.35739285407541
chickpea,8.833270312363657
banana,11.517494942316157
jute,6.72172030897463
lentil,17.12601483815822
coconut,19.20141134960306
maize,12.465058080611213
cotton,17.026706598522086
watermelon,13.100276099516
grapes,11.25296420728837
muskmelon,12.74981416009428
grapes,12.674766238541748
chickpea,17.498754669987544
cotton,15.539120999768416
coffee,11.318113336270732
mango,16.807753060793896
coffee,10.520974923328277
cotton,15.559268348292102
lentil,9.366385245033516
mango,10.672982829554453
jute,12.336837136525949
muskmelon,8.596143969963101
watermelon,9.659715945771463
banana,14.45687761661517
coconut,10.412685107571948
muskmelon,16.585724829062695
chickpea,11.737184974741536
coconut,11.951140565807435
banana,14.49927043262398
banana,17.234316335586048
cotton,13.006082032537376
banana,16.46432944940926
jute,11.88529107819497
grapes,17.79777851838219
rice,11.234791160886749
maize,18.634260438040748
lentil,12.297548139492909
watermelon,12.099612215220551
rice,15.79414387497127
mango,14.486995595762409
banana,15.960925621211803
coconut,12.74690190298262
orange,19.31467806710714
orange,8.349169633910147
mango,13.339783450261145
banana,11.95091772759819
orange,7.334344339857562
coconut,12.43660479485281
coconut,12.93518792542172
coffee,17.339835931704037
chickpea,12.831823792145055
apple,10.917370809650478
lentil,13.411515728432594
coconut,18.36787746554541
watermelon,15.29146405919662
rice,13.285370453079253
banana,12.692930375347544
rice,18.302172415190693
muskmelon,11.802211165743884
maize,10.163056311277655
coconut,10.16459281023771
watermelon,15.753601219508726
muskmelon,10.029200559099994
cotton,15.04124957279351
rice,19.38352190560882
orange,13.618801207416992
cotton,15.485238043359844
coconut,8.870803538622425
grapes,15.182052733204609
muskmelon,11.785233863320617
jute,9.854982223381183
grapes,15.566535621610184
jute,11.541658475209374
banana,12.43731757204312
maize,10.593520385192877
watermelon,18.08624948405041
grapes,15.024282981576455
apple,9.492278462512788
apple,11.997153170539482
jute,19.002898447911548
maize,7.61679462855839
lentil,12.40703929809127
coffee,14.804281505045502
rice,8.036206206499351
chickpea,16.071705795262268
grapes,11.65908662082915
lentil,16.412901324973113
grapes,12.00666528066528
grapes,11.59150627566927
lentil,13.4839621374172
banana,13.942034465482529
mango,14.676648301273934
rice,10.461287844917518
lentil,9.620972207380923
watermelon,16.757394365298364
lentil,15.23702751805734
muskmelon,14.415237683379573
lentil,18.928436604557376
mango,12.35876301013421
maize,17.403520580073994
lentil,13.24543892661376
cotton,9.66779043444074
mango,12.336907733595847
rice,10.38394081429634
coffee,13.009111670759747
banana,12.162061865355556
banana,10.86416399339873
mango,11.69299744906155
lentil,12.760528223434957
coconut,11.978770084850636
maize,10.597585053099737
mango,16.99083467617703
lentil,15.001045025921542
coffee,9.79122340425532
rice,15.477223557692309
chickpea,13.317026552329784
banana,20.30128316652278
apple,17.72190769896046
rice,11.254590578314666
coconut,16.02089337361676
rice,9.467739589310105
rice,11.99684520674026
rice,16.74924500243682
apple,21.473207487309644
jute,15.470896835407444
orange,14.51168733871639
maize,12.254186289900575
coffee,13.450412095092611
mango,13.090945194598886
coconut,15.746065500538323
muskmelon,18.028565899550447
lentil,15.842258688909444
coconut,15.046864319211508
mango,10.867373287969992
muskmelon,15.150993289187149
cotton,16.32014212653677
lentil,16.821846914405263
watermelon,15.451304750472367
rice,12.50289687137891
mango,11.801674746584396
banana,6.839238594096974
lentil,13.763255830232044
lentil,8.962950073676954
watermelon,14.176284469475586
chickpea,14.878774010959232
cotton,12.126376664460985
mango,10.452490579981104
orange,16.967376014598816
muskmelon,10.225510148807912
maize,15.00758335799368
grapes,8.498978057738787
mango,12.546956206177017
lentil,10.521787035640967
apple,19.86210301525401
mango,19.984106178252976
maize,13.236657728570192
coconut,14.78501788922692
rice,12.685475824124584
lentil,7.795444745152959
jute,13.128663527632842
lentil,11.452305162389148
lentil,12.898404125629265
mango,16.18985349852612
muskmelon,10.171579438653648
rice,8.312710466634597
orange,9.658910745742809
rice,14.60784029389018
jute,18.393874658939488
jute,16.396284481140928
apple,14.077014578069512
chickpea,7.406203630827194
cotton,7.803338268516509
coconut,10.919899612248274
watermelon,17.40779883975232
watermelon,14.869906922949829
banana,16.47424128772042
watermelon,14.777636458049772
maize,15.009933686885232
lentil,14.924609256782484
coconut,7.179340926683623
muskmelon,16.810362785824793
grapes,10.772805068076735
orange,10.37395656955885
chickpea,15.524422564068532
apple,12.537581531244214
banana,7.8995340704421615
orange,13.678644027262944
rice,10.25440765402359
jute,13.72482896458356
lentil,14.656739917771906
maize,12.75055947739964
muskmelon,13.152167818328744
coffee,9.760004846197011
apple,14.742613920881322
muskmelon,11.264499407700686
watermelon,19.05852146529483
watermelon,13.199833578698073
mango,14.17962790403841
coffee,12.683195124688927
cotton,8.95174011361756
banana,7.59187337366091
rice,11.70745042470781
mango,10.46079568636549
orange,15.833687807777212
banana,15.32601453733452
coffee,13.9338809476355
rice,13.024694416127588
chickpea,14.811230121043002
orange,11.63637050240174
banana,10.104208939966613
watermelon,10.490692832122786
muskmelon,10.759017250392054
apple,7.768380208121345
jute,16.128552283977534
maize,9.391536855762274
grapes,13.390402282952111
watermelon,10.94523103063235
watermelon,8.457838663949676
maize,12.444543000713002
apple,18.18301107592628
banana,9.75894029906126
apple,11.024292355875383
muskmelon,18.20780602008212
grapes,13.41194183165824
jute,6.752859778222112
lentil,9.484505924282727
chickpea,15.75677973780135
maize,17.64294639382208
watermelon,13.86402519341701
grapes,13.52356978401491
jute,15.152204848936526
muskmelon,15.326578390897192
grapes,10.192639445438871
lentil,10.64595187547818
watermelon,13.232817221952764
rice,18.17221219709804
jute,12.107421789479748
banana,13.623564488794852
orange,12.796142685286036
rice,16.447588144711318
cotton,16.75065820040266
rice,12.5415774311942
lentil,16.10218448213873
watermelon,16.910544305615396
chickpea,11.212663706946564
lentil,11.29161501925123
cotton,10.759570507834203
watermelon,11.705431119075046
mango,16.706824776937054
maize,15.787862103681794
banana,13.172951623011985
cotton,11.302621059227729
banana,10.646948240279826
maize,18.921089492572108
mango,10.785382135778535
rice,13.811609877979908
mango,12.275930934455909
maize,16.713090378679087
coconut,10.332707515503216
banana,17.46665139249529
mango,11.405455989110706
coconut,14.248218626875682
mango,16.02473309995434
maize,11.687942639421124
orange,12.915177712710252
muskmelon,11.081042005414242
banana,8.904052855791472
mango,15.712264844935453
grapes,11.627223402574142
cotton,11.99877505596288
lentil,14.340646777003483
grapes,12.922528769324847
cotton,8.77338647249504
chickpea,11.75923683919419
watermelon,16.652385147219775
mango,9.94310134702376
banana,13.336612303670268
banana,11.52584488345946
muskmelon,9.86847785971436
maize,16.525139489059654
grapes,16.63517531780718
jute,14.040373634558092
maize,15.909708387880167
jute,15.649459148141776
cotton,16.958847104495117
coffee,15.476148480030211
jute,9.347193442182355
watermelon,14.044539019801094
coconut,13.846253665879422
mango,10.749895875673046
jute,9.971365133841145
muskmelon,16.452502596054
orange,11.10524879142034
grapes,13.888388219975711
watermelon,15.749304631757164
coffee,16.104188506563855
rice,10.872234945544612
mango,15.346962160358595
banana,15.950241111360969
coffee,12.462589206900162
cotton,8.140606505856903
orange,14.948290868218058
cotton,13.11063372717508
watermelon,17.079165560479506
watermelon,5.121243205698932
cotton,14.965122288614769
watermelon,9.53723329931872
jute,9.726142319355212
coconut,13.439551250783916
banana,10.544547145852404
banana,13.485052082680472
coffee,7.149512154315119
maize,9.026264418811005
coconut,9.617911474917248
grapes,13.988832519787683
watermelon,9.2358382549858
banana,20.499874195902144
cotton,9.573740928084453
banana,10.945611263870202
grapes,12.213641326208124
banana,10.565553344615328
watermelon,16.199660000771473
chickpea,8.206611964182358
jute,6.024440093432261
coffee,12.79848621236133
watermelon,20.10131341476955
orange,17.87233444170656
orange,18.746051821266644
apple,14.805152207255269
apple,10.362662287267865
banana,13.333543716354187
orange,14.535572962205135
watermelon,12.069721438829534
lentil,11.429761860944458
rice,13.946130276032534
jute,16.94215172558136
lentil,14.965285449472916
jute,14.751317494600432
grapes,10.17504984512408
apple,13.262516757647182
banana,19.63633236442442
chickpea,18.556652532348178
jute,12.176428060635114
rice,12.128143780921986
coconut,9.423205738443045
mango,13.009447228592732
grapes,14.746818784678076
orange,13.9030134314104
apple,13.920506623805617
apple,13.565804476124232
grapes,12.937606594656057
apple,12.854630136600017
rice,12.576637046994763
cotton,14.52825111363311
mango,6.808779577552032
maize,9.893118708781673
chickpea,15.840498205998882
grapes,17.3695105986274
rice,13.571892903359071
banana,14.180865817091457
mango,17.41194898187514
muskmelon,18.142067034731195
banana,15.821161314326908
mango,11.82737507406676
apple,11.995968448263964
watermelon,13.089683231618714
muskmelon,14.94542792434135
orange,10.41423030042054
banana,13.706848426837931
mango,13.382999554708103
orange,12.31317542797029
banana,11.50470284060162
muskmelon,12.62003473619554
coconut,18.619676359789928
grapes,12.48731027078884
banana,10.847987522704956
orange,14.173453126082638
coffee,11.41605258848574
maize,18.264562280004544
maize,14.65434684247948
coconut,8.626587145615805
coffee,19.971349160863635
orange,18.031400806504923
apple,14.751915211558709
cotton,16.670396363346356
grapes,5.855665923373201
apple,12.38259799054843
chickpea,12.467778868171411
grapes,14.00148935128237
orange,13.409816425234816
apple,7.875342950703603
banana,15.760526051312974
cotton,10.815736500530916
apple,10.132852889726983
apple,13.871418142462591
coconut,16.557442877199616
chickpea,10.192409411436152
cotton,10.303789140616432
maize,13.198240217184065
lentil,13.045681812866864
cotton,9.026830596701757
rice,18.53996263492083
apple,18.32796638315692
rice,17.21925252367728
coconut,11.686410560162464
maize,12.681584611153914
coffee,12.618367666232071
banana,17.007883069277
banana,14.240738627448184
apple,16.50082415803915
lentil,14.369463521892206
watermelon,14.579878522968007
apple,12.567871167064943
apple,13.186473871093115
apple,16.06484962091975
orange,11.57768416117378
coffee,10.939611642332622
cotton,15.854800207576544
coconut,14.717678640135398
coconut,16.11374608471072
jute,13.72869668232074
muskmelon,8.948325172687355
grapes,12.624366974695477
coconut,9.996971752705395
jute,17.454250414899505
muskmelon,6.650009950654957
jute,16.4142206354316
cotton,11.005977546219896
cotton,12.750323020825784
lentil,9.842456429672712
coffee,13.99868162079415
chickpea,13.08509781072571
watermelon,12.533385268765864
banana,8.935547654002495
maize,12.106645755734167
apple,18.437452009878182
cotton,9.626499727757516
maize,7.136736585533318
apple,13.436453059892376
banana,15.500237108415456
maize,10.666966175776311
mango,15.63196652176734
chickpea,18.53675891225137
grapes,13.37144876824656
rice,15.656685157930486
rice,13.6551344649611
banana,16.39492352028375
jute,14.513119564355389
coconut,7.665543724218877
lentil,11.452316744300074
muskmelon,12.348237412734044
coffee,16.153139913642907
orange,16.32135108002202
grapes,11.855498010735085
mango,11.424389941781246
coffee,14.371303246811976
rice,5.620138165988455
lentil,13.341567233373787
lentil,14.98085448515371
banana,14.2689550429506
rice,15.525321467282788
banana,11.922338036279871
banana,19.80421668359333
rice,12.462027068898458
rice,16.16540837336994
lentil,12.872116154516824
orange,7.473196659446994
chickpea,13.290991862057853
cotton,13.618386732588467
rice,8.438999816816267
rice,13.171852694503928
mango,16.180694791483905
muskmelon,8.45661616252389
grapes,8.544828180173972
orange,13.201388849490248
apple,12.346314435114202
orange,17.688599687662677
muskmelon,12.095850910207284
banana,16.332999644519266
jute,11.981669664997325
grapes,18.90256285208736
cotton,15.060507961334556
apple,12.637284792253643
jute,10.733447703352232
cotton,11.667301378635054
muskmelon,11.95094939206288
orange,15.212976841104751
apple,16.81419403023961
banana,15.071965184082869
banana,9.467675685329048
lentil,11.668809457429331
orange,12.296357962615463
grapes,15.49158037451123
cotton,11.680064308681674
cotton,13.366889484849697
rice,10.627195176663106
lentil,10.341034278858304
muskmelon,16.83314881839472
orange,14.757675984541338
lentil,13.868348439326704
cotton,13.299032974324202
grapes,11.074707094116132
cotton,11.006143300983313
orange,13.507301783236755
grapes,19.969791773112085
watermelon,10.409027120441966
rice,11.28972697057742
grapes,13.138617899769317
grapes,11.912679301171115
lentil,14.105416875090766
banana,13.844296758442969
jute,13.551114206128132
coconut,10.416624968177468
jute,13.555717493927313
mango,11.76344487229237
chickpea,15.58516957598884
mango,13.851200091218336
muskmelon,13.700596426112028
mango,12.826946996148717
jute,10.124771527584844
muskmelon,12.75800098088321
jute,13.973729244544096
apple,7.887951233530723
chickpea,11.261061407954864
apple,6.23682384684569
watermelon,19.30498807369301
banana,12.914391287176432
apple,9.265496460684904
grapes,13.662862308605003
rice,19.66315472606864
coconut,6.397338548394236
grapes,19.5634221232476
coffee,17.04551463644948
watermelon,13.154924112186256
orange,9.070152234938458
cotton,12.548998078506727
grapes,20.19623770143497
grapes,5.732585586742887
grapes,14.388933742258494
coconut,17.023999148588967
cotton,12.446381076582528
coffee,11.177390109810156
watermelon,13.652033379434664
apple,10.6955952760932
banana,14.744622547712009
maize,16.78141935118724
watermelon,14.294221782858504
chickpea,10.324663328496706
watermelon,9.531858738393494
coffee,14.13979180879861
watermelon,14.64952883181387
banana,12.869966102454
chickpea,12.349852439638548
jute,9.058295935600627
cotton,9.65705168610148
jute,21.08681015609451
rice,14.795277981806882
coffee,15.22477994702042
orange,13.200819501643162
banana,16.51087123767591
coffee,16.126470378990376
jute,11.255524456026338
rice,12.507550043367504
orange,7.621251750906545
lentil,7.959844025345881
cotton,9.299377068143244
mango,11.84932686492598
banana,12.897650372313745
watermelon,7.963820339571152
coffee,15.19802583724034
grapes,11.052258711476862
watermelon,18.95133919353084
chickpea,15.3819107596673
orange,14.732562514840996
lentil,11.300796867675848
grapes,12.629439828341855
rice,9.252553743341704
coffee,13.22303576457336
mango,10.70842228359583
chickpea,15.602511851391062
coconut,9.356609565061634
muskmelon,8.794885071606407
chickpea,15.97054041900633
cotton,10.353924972663076
coconut,18.42048466813743
cotton,15.01377850928756
grapes,10.097677981133597
muskmelon,8.76208072456935
mango,10.914483440434998
orange,8.112923332640765
rice,15.51445687637094
coconut,18.79629392854533
orange,10.18938612852029
banana,16.584133011581088
rice,14.294260933896853
jute,14.06349366141987
cotton,13.066113440700608
maize,7.160726907481121
watermelon,14.899221931166844
muskmelon,13.92811143561025
jute,14.988404540651835
banana,5.852313132686965
jute,11.151137050794746
coconut,17.50030992978009
orange,13.210304079853564
jute,10.474622770919067
banana,11.152603589782398
maize,17.27293610205687
rice,13.257197368491372
chickpea,12.881204658266514
rice,17.3862587281892
grapes,14.249968632139876
maize,14.099843664846071
rice,12.304782925655603
lentil,7.49840918421207
rice,16.227721387731624
coconut,15.252207442124046
chickpea,17.817418916919348
cotton,17.605539858370673
watermelon,7.196776095930803
jute,8.048534478302251
rice,17.674865623895702
cotton,10.600969193327057
grapes,9.94284471509352
mango,12.509053644126816
chickpea,16.508334249009874
muskmelon,11.79576154998884
cotton,10.811264314562834
cotton,18.3275920985582
apple,14.826213403481209
maize,16.200409038958956
orange,12.766636890466977
maize,11.540029413982955
jute,10.979377284876753
coffee,18.37594958761421
lentil,11.920829849687468
jute,15.440265124013395
mango,12.74447128287708
apple,13.805885141087796
lentil,9.850966358793332
muskmelon,11.997680201352455
grapes,9.022474435329812
cotton,17.08510583442906
coconut,10.167581844720928
orange,16.79433352153159
chickpea,13.635207444746024
cotton,14.069447576099211
apple,16.46125901544121
maize,19.174687930471336
grapes,15.28594313175811
maize,15.293389532894412
apple,9.316963399823788
chickpea,8.796785252117056
chickpea,12.637500674618169
orange,10.634178681378977
lentil,7.378583604525026
lentil,12.724147490989742
chickpea,14.76237989652624
lentil,16.193228627665835
mango,17.678744251492898
mango,13.614967008558176
chickpea,13.841957939830593
lentil,9.067210897382187
banana,12.159025086903412
apple,13.580711490344518
grapes,10.98235870630513
watermelon,13.240532515576325
jute,10.5693292421393
jute,16.31283881460065
grapes,12.834775474714611
chickpea,14.316418503640827
coffee,16.333488204975716
rice,18.20840134828602
maize,15.31436211288222
lentil,13.760613553376844
chickpea,13.669240995890744
cotton,16.640280211562136
cotton,16.025103898507563
grapes,10.023268615231972
rice,10.014441001012354
cotton,14.106045700873286
jute,17.174172965826457
muskmelon,18.773246805961875
chickpea,12.182580216659414
watermelon,9.306753297893286
lentil,13.404923979945378
mango,12.883318013675597
rice,17.145588363130596
orange,11.45133742146646
grapes,10.330674904873542
coconut,14.722041112956813
jute,13.056043416802774
cotton,6.428517088352257
rice,12.848347469646749
rice,14.692910187978647
muskmelon,11.815987089251724
maize,13.0575094427142
jute,11.74424081031495
mango,11.50887770810322
muskmelon,13.510433359348433
banana,17.197103900535602
chickpea,8.684706193578254
mango,14.053504958514472
orange,15.556567821841137
maize,11.184846925649602
banana,10.799924683782644
cotton,5.795620458450792
lentil,14.917017586318169
maize,17.43665397908737
jute,15.126766142876006
coconut,13.110392532151373
grapes,11.70136298240743
banana,10.70615738172597
maize,15.082867182250448
lentil,14.590329965084283
orange,13.41229799813455
muskmelon,13.91009450505113
mango,16.862912152656275
chickpea,13.801466665664844
grapes,6.282168071707232
orange,12.381067615658363
coconut,9.184218438119522
maize,10.339835038408438
watermelon,15.20232374255358
apple,16.569612167757544
jute,13.292796999207429
rice,10.265822676751291
lentil,14.865590299066696
grapes,18.12549651480544
chickpea,15.747293419843633
orange,14.589082962119438
mango,12.138306764403444
apple,8.432042906330008
mango,17.740234459488686
apple,18.07505988583845
banana,14.618850110358991
muskmelon,13.03091374948161
chickpea,14.087464869027734
jute,14.27648030802967
coconut,11.737076490078024
muskmelon,11.157548066617585
banana,4.3617663396141415
mango,20.03119813034947
muskmelon,15.168936299908564
cotton,12.464407958559844
mango,9.490804187788164
cotton,16.097231154294054
watermelon,21.446560417037063
orange,13.755582157913912
orange,14.183477962465606
banana,15.624967111111111
lentil,14.180050300371889
apple,13.501458771372224
lentil,13.024692114303638
orange,12.240563205300756
muskmelon,19.19174028254601
cotton,15.5465979644702
mango,15.03989751362275
maize,13.90776673223114
apple,13.424341346580324
rice,11.565597108908722
grapes,12.614794538646056
watermelon,13.10930627088857
chickpea,7.0827243815396566
maize,13.082326389893543
rice,11.626943299217714
coffee,13.4131136001325
coconut,11.537964933569068
grapes,11.326114141483886
coconut,12.550990156191846
rice,8.91244916041291
chickpea,15.373178870554808
lentil,14.935943577198572
grapes,15.940373878219182
orange,8.959215470625974
muskmelon,13.72987888891426
muskmelon,11.541972365674711
muskmelon,12.945240118556594
rice,14.043126931022504
jute,7.854277138136554
orange,11.057294850180348
banana,13.759245893624204
banana,16.321697725691386
grapes,17.39312425573175
coffee,7.610655592233699
jute,14.85746370724888
apple,7.284919219754688
chickpea,6.899940336733653
coconut,13.949787557251035
orange,14.723110273448306
coffee,8.930270510284695
watermelon,11.061281880394674
apple,19.019768283087515
grapes,11.007512321163691
coconut,12.449082966946971
apple,17.667344041664368
cotton,15.537106900195566
mango,13.830379221171452
banana,14.630613968075268
cotton,12.298575443356912
banana,13.257765946833308
banana,11.638209068487951
rice,14.59786814448688
lentil,11.52608439493986
mango,17.137322558528993
mango,16.408181863370505
muskmelon,11.045641594006993
banana,18.17903740214555
maize,12.268299007094736
